5muy_A     5mus_A  5muyA     5musA gtm1=  0.99898 gtm2=  0.99898 gbest= 0.998980  gdtts=   0.9985
5muy_A     2n3w_A  5muyA     2n3wA gtm1=  0.25528 gtm2=  0.52958 gbest= 0.529580  gdtts=   0.5485
5muy_A     2n3u_A  5muyA     2n3uA gtm1=  0.25497 gtm2=  0.52282 gbest= 0.522820  gdtts=   0.5613
5muy_A     2n3t_A  5muyA     2n3tA gtm1=  0.25489 gtm2=  0.51504 gbest= 0.515040  gdtts=   0.5092
5muy_A     2n3u_A  5muyA     2n3uA gtm1=  0.25478 gtm2=  0.52524 gbest= 0.525240  gdtts=   0.5514
5muy_A     2n3v_A  5muyA     2n3vA gtm1=  0.25458 gtm2=  0.53202 gbest= 0.532020  gdtts=   0.5866
5muy_A     2n3u_A  5muyA     2n3uA gtm1=  0.25310 gtm2=  0.52044 gbest= 0.520440  gdtts=   0.5524
5muy_A     5ica_B  5muyA     5icaB gtm1=  0.25306 gtm2=  0.50804 gbest= 0.508040  gdtts=   0.5704
5muy_A     2n3u_A  5muyA     2n3uA gtm1=  0.25300 gtm2=  0.51992 gbest= 0.519920  gdtts=   0.5613
5muy_A     2n3u_A  5muyA     2n3uA gtm1=  0.25286 gtm2=  0.52275 gbest= 0.522750  gdtts=   0.5655
5muy_A     2n3t_A  5muyA     2n3tA gtm1=  0.25187 gtm2=  0.51541 gbest= 0.515410  gdtts=   0.5312
5muy_A     2n3u_A  5muyA     2n3uA gtm1=  0.25145 gtm2=  0.51455 gbest= 0.514550  gdtts=   0.5619
5muy_A     2bf0_X  5muyA     2bf0X gtm1=  0.24813 gtm2=  0.50507 gbest= 0.505070  gdtts=   0.5437
5muy_A     6g4j_B  5muyA     6g4jB gtm1=  0.24584 gtm2=  0.52029 gbest= 0.520290  gdtts=   0.5437
5muy_A     2n3t_A  5muyA     2n3tA gtm1=  0.24227 gtm2=  0.50385 gbest= 0.503850  gdtts=   0.5051
5muy_A     8tzm_A  5muyA     8tzmA gtm1=  0.24182 gtm2=  0.55190 gbest= 0.551900  gdtts=   0.5052
5muy_A     8tzm_A  5muyA     8tzmA gtm1=  0.24096 gtm2=  0.55069 gbest= 0.550690  gdtts=   0.5332
5muy_A     8yf5_E  5muyA     8yf5E gtm1=  0.24079 gtm2=  0.50169 gbest= 0.501690  gdtts=   0.5475
5muy_A     5wf2_A  5muyA     5wf2A gtm1=  0.23851 gtm2=  0.54597 gbest= 0.545970  gdtts=   0.5799
5muy_A     5wf1_A  5muyA     5wf1A gtm1=  0.23830 gtm2=  0.54850 gbest= 0.548500  gdtts=   0.5825
5muy_A     5t87_D  5muyA     5t87D gtm1=  0.23606 gtm2=  0.51520 gbest= 0.515200  gdtts=   0.5050
5muy_A     9b9l_B  5muyA     9b9lB gtm1=  0.23569 gtm2=  0.50583 gbest= 0.505830  gdtts=   0.5383
5muy_A     5t87_C  5muyA     5t87C gtm1=  0.23498 gtm2=  0.51494 gbest= 0.514940  gdtts=   0.5075
5muy_A     5t87_A  5muyA     5t87A gtm1=  0.23498 gtm2=  0.51881 gbest= 0.518810  gdtts=   0.5175
5muy_A     8tzm_A  5muyA     8tzmA gtm1=  0.23446 gtm2=  0.52374 gbest= 0.523740  gdtts=   0.5129
5muy_A     8tzm_A  5muyA     8tzmA gtm1=  0.23281 gtm2=  0.52129 gbest= 0.521290  gdtts=   0.5156
5muy_A     8tzm_A  5muyA     8tzmA gtm1=  0.23210 gtm2=  0.51292 gbest= 0.512920  gdtts=   0.5258
5muy_A     8tzm_A  5muyA     8tzmA gtm1=  0.23209 gtm2=  0.52573 gbest= 0.525730  gdtts=   0.5479
5muy_A     8tzm_A  5muyA     8tzmA gtm1=  0.23171 gtm2=  0.51707 gbest= 0.517070  gdtts=   0.5130
5muy_A     8tzm_A  5muyA     8tzmA gtm1=  0.23166 gtm2=  0.52729 gbest= 0.527290  gdtts=   0.5591
5muy_A     8tzm_A  5muyA     8tzmA gtm1=  0.23020 gtm2=  0.51102 gbest= 0.511020  gdtts=   0.5208
5muy_A     8tzm_A  5muyA     8tzmA gtm1=  0.22933 gtm2=  0.51421 gbest= 0.514210  gdtts=   0.5665
5muy_A     8tzm_A  5muyA     8tzmA gtm1=  0.22885 gtm2=  0.51861 gbest= 0.518610  gdtts=   0.5585
5muy_A     8tzm_A  5muyA     8tzmA gtm1=  0.22793 gtm2=  0.50914 gbest= 0.509140  gdtts=   0.5372
5muy_A     8tzm_A  5muyA     8tzmA gtm1=  0.22777 gtm2=  0.52036 gbest= 0.520360  gdtts=   0.5625
5muy_A     8tzm_A  5muyA     8tzmA gtm1=  0.22772 gtm2=  0.51078 gbest= 0.510780  gdtts=   0.5323
5muy_A     8tzm_A  5muyA     8tzmA gtm1=  0.22738 gtm2=  0.52177 gbest= 0.521770  gdtts=   0.5444
5muy_A     8tzm_A  5muyA     8tzmA gtm1=  0.22672 gtm2=  0.51324 gbest= 0.513240  gdtts=   0.5353
5muy_A     1te4_A  5muyA     1te4A gtm1=  0.22640 gtm2=  0.50963 gbest= 0.509630  gdtts=   0.5053
5muy_A     8tzm_A  5muyA     8tzmA gtm1=  0.22634 gtm2=  0.50410 gbest= 0.504100  gdtts=   0.5426
5muy_A     5t87_B  5muyA     5t87B gtm1=  0.22619 gtm2=  0.50299 gbest= 0.502990  gdtts=   0.5286
5muy_A     1te4_A  5muyA     1te4A gtm1=  0.22604 gtm2=  0.50585 gbest= 0.505850  gdtts=   0.5079
5muy_A     8tzm_A  5muyA     8tzmA gtm1=  0.22580 gtm2=  0.50890 gbest= 0.508900  gdtts=   0.5707
5muy_A     8tzm_A  5muyA     8tzmA gtm1=  0.22318 gtm2=  0.50275 gbest= 0.502750  gdtts=   0.5412
5muy_A     6qhg_B  5muyA     6qhgB gtm1=  0.22194 gtm2=  0.51602 gbest= 0.516020  gdtts=   0.6092
5muy_A     5aiz_A  5muyA     5aizA gtm1=  0.22089 gtm2=  0.50983 gbest= 0.509830  gdtts=   0.5591
5muy_A     1te4_A  5muyA     1te4A gtm1=  0.21960 gtm2=  0.50032 gbest= 0.500320  gdtts=   0.5054
5muy_A     1te4_A  5muyA     1te4A gtm1=  0.21838 gtm2=  0.50575 gbest= 0.505750  gdtts=   0.5192
5muy_A     6xya_B  5muyA     6xyaB gtm1=  0.21115 gtm2=  0.50682 gbest= 0.506820  gdtts=   0.6159
5muy_A     1wjt_A  5muyA     1wjtA gtm1=  0.20872 gtm2=  0.52566 gbest= 0.525660  gdtts=   0.5305
5muy_A     7cnf_A  5muyA     7cnfA gtm1=  0.20642 gtm2=  0.51774 gbest= 0.517740  gdtts=   0.4741
5muy_A     5u0k_A  5muyA     5u0kA gtm1=  0.20625 gtm2=  0.51427 gbest= 0.514270  gdtts=   0.5426
5muy_A     1wjt_A  5muyA     1wjtA gtm1=  0.20539 gtm2=  0.51924 gbest= 0.519240  gdtts=   0.5656
5muy_A     6py8_B  5muyA     6py8B gtm1=  0.20520 gtm2=  0.50738 gbest= 0.507380  gdtts=   0.5199
5muy_A     5cuk_A  5muyA     5cukA gtm1=  0.20476 gtm2=  0.52826 gbest= 0.528260  gdtts=   0.5714
5muy_A     5u0k_J  5muyA     5u0kJ gtm1=  0.20450 gtm2=  0.51052 gbest= 0.510520  gdtts=   0.5581
5muy_A     7cnf_A  5muyA     7cnfA gtm1=  0.20399 gtm2=  0.51714 gbest= 0.517140  gdtts=   0.5119
5muy_A     7cnf_A  5muyA     7cnfA gtm1=  0.20290 gtm2=  0.53777 gbest= 0.537770  gdtts=   0.5392
5muy_A     2lsi_A  5muyA     2lsiA gtm1=  0.20244 gtm2=  0.50344 gbest= 0.503440  gdtts=   0.5500
5muy_A     2lsg_A  5muyA     2lsgA gtm1=  0.20158 gtm2=  0.51484 gbest= 0.514840  gdtts=   0.5655
5muy_A     6zuz_A  5muyA     6zuzA gtm1=  0.20020 gtm2=  0.53233 gbest= 0.532330  gdtts=   0.5122
5muy_A     2lsk_A  5muyA     2lskA gtm1=  0.19995 gtm2=  0.50239 gbest= 0.502390  gdtts=   0.5179
5muy_A     6zuz_A  5muyA     6zuzA gtm1=  0.19994 gtm2=  0.54343 gbest= 0.543430  gdtts=   0.5340
5muy_A     2lsg_A  5muyA     2lsgA gtm1=  0.19956 gtm2=  0.51480 gbest= 0.514800  gdtts=   0.5640
5muy_A     2lsk_A  5muyA     2lskA gtm1=  0.19925 gtm2=  0.50564 gbest= 0.505640  gdtts=   0.5120
5muy_A     2lsg_A  5muyA     2lsgA gtm1=  0.19922 gtm2=  0.51099 gbest= 0.510990  gdtts=   0.5671
5muy_A     6zuz_A  5muyA     6zuzA gtm1=  0.19911 gtm2=  0.51636 gbest= 0.516360  gdtts=   0.5247
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.19900 gtm2=  0.52953 gbest= 0.529530  gdtts=   0.5525
5muy_A     2lsg_A  5muyA     2lsgA gtm1=  0.19887 gtm2=  0.51195 gbest= 0.511950  gdtts=   0.5802
5muy_A     2qzi_A  5muyA     2qziA gtm1=  0.19858 gtm2=  0.51208 gbest= 0.512080  gdtts=   0.6122
5muy_A     7cnf_A  5muyA     7cnfA gtm1=  0.19857 gtm2=  0.51750 gbest= 0.517500  gdtts=   0.5617
5muy_A     6zuz_A  5muyA     6zuzA gtm1=  0.19821 gtm2=  0.52810 gbest= 0.528100  gdtts=   0.5154
5muy_A     2mm9_A  5muyA     2mm9A gtm1=  0.19817 gtm2=  0.51687 gbest= 0.516870  gdtts=   0.4849
5muy_A     5u0k_C  5muyA     5u0kC gtm1=  0.19804 gtm2=  0.50272 gbest= 0.502720  gdtts=   0.5353
5muy_A     4ext_A  5muyA     4extA gtm1=  0.19799 gtm2=  0.50746 gbest= 0.507460  gdtts=   0.5772
5muy_A     6zuz_A  5muyA     6zuzA gtm1=  0.19797 gtm2=  0.51432 gbest= 0.514320  gdtts=   0.5152
5muy_A     2lsg_A  5muyA     2lsgA gtm1=  0.19782 gtm2=  0.50641 gbest= 0.506410  gdtts=   0.5732
5muy_A     4gk5_E  5muyA     4gk5E gtm1=  0.19763 gtm2=  0.50553 gbest= 0.505530  gdtts=   0.5772
5muy_A     2lsi_A  5muyA     2lsiA gtm1=  0.19760 gtm2=  0.50235 gbest= 0.502350  gdtts=   0.5938
5muy_A     2lsg_A  5muyA     2lsgA gtm1=  0.19757 gtm2=  0.50748 gbest= 0.507480  gdtts=   0.5802
5muy_A     5u0k_D  5muyA     5u0kD gtm1=  0.19749 gtm2=  0.50142 gbest= 0.501420  gdtts=   0.5327
5muy_A     6g6i_A  5muyA     6g6iA gtm1=  0.19745 gtm2=  0.53897 gbest= 0.538970  gdtts=   0.6203
5muy_A     4gk0_E  5muyA     4gk0E gtm1=  0.19729 gtm2=  0.51100 gbest= 0.511000  gdtts=   0.5906
5muy_A     6zuz_A  5muyA     6zuzA gtm1=  0.19722 gtm2=  0.50598 gbest= 0.505980  gdtts=   0.5061
5muy_A     2lsg_A  5muyA     2lsgA gtm1=  0.19713 gtm2=  0.50758 gbest= 0.507580  gdtts=   0.5710
5muy_A     2lsg_A  5muyA     2lsgA gtm1=  0.19692 gtm2=  0.50826 gbest= 0.508260  gdtts=   0.5802
5muy_A     6zuz_A  5muyA     6zuzA gtm1=  0.19680 gtm2=  0.50473 gbest= 0.504730  gdtts=   0.4970
5muy_A     2lsi_A  5muyA     2lsiA gtm1=  0.19665 gtm2=  0.50907 gbest= 0.509070  gdtts=   0.6169
5muy_A     2lsg_A  5muyA     2lsgA gtm1=  0.19663 gtm2=  0.50583 gbest= 0.505830  gdtts=   0.5710
5muy_A     4gk5_F  5muyA     4gk5F gtm1=  0.19651 gtm2=  0.50570 gbest= 0.505700  gdtts=   0.5719
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.19646 gtm2=  0.52457 gbest= 0.524570  gdtts=   0.5556
5muy_A     2qzi_B  5muyA     2qziB gtm1=  0.19639 gtm2=  0.50521 gbest= 0.505210  gdtts=   0.6058
5muy_A     2lsi_A  5muyA     2lsiA gtm1=  0.19626 gtm2=  0.50668 gbest= 0.506680  gdtts=   0.6169
5muy_A     6zuz_A  5muyA     6zuzA gtm1=  0.19626 gtm2=  0.53228 gbest= 0.532280  gdtts=   0.5281
5muy_A     2lsi_A  5muyA     2lsiA gtm1=  0.19601 gtm2=  0.50068 gbest= 0.500680  gdtts=   0.6122
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.19596 gtm2=  0.51870 gbest= 0.518700  gdtts=   0.5518
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19594 gtm2=  0.52953 gbest= 0.529530  gdtts=   0.5594
5muy_A     2lsg_A  5muyA     2lsgA gtm1=  0.19594 gtm2=  0.50474 gbest= 0.504740  gdtts=   0.5864
5muy_A     7cnf_A  5muyA     7cnfA gtm1=  0.19586 gtm2=  0.51683 gbest= 0.516830  gdtts=   0.5954
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.19584 gtm2=  0.52119 gbest= 0.521190  gdtts=   0.5625
5muy_A     2lsg_A  5muyA     2lsgA gtm1=  0.19580 gtm2=  0.50793 gbest= 0.507930  gdtts=   0.5949
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19561 gtm2=  0.54029 gbest= 0.540290  gdtts=   0.5538
5muy_A     2qzi_C  5muyA     2qziC gtm1=  0.19549 gtm2=  0.50518 gbest= 0.505180  gdtts=   0.6234
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19525 gtm2=  0.52455 gbest= 0.524550  gdtts=   0.5705
5muy_A     6g6i_B  5muyA     6g6iB gtm1=  0.19519 gtm2=  0.50797 gbest= 0.507970  gdtts=   0.6494
5muy_A     3w8p_A  5muyA     3w8pA gtm1=  0.19511 gtm2=  0.55888 gbest= 0.558880  gdtts=   0.6461
5muy_A     6qfj_A  5muyA     6qfjA gtm1=  0.19500 gtm2=  0.57482 gbest= 0.574820  gdtts=   0.6201
5muy_A     4gk0_F  5muyA     4gk0F gtm1=  0.19497 gtm2=  0.50820 gbest= 0.508200  gdtts=   0.5865
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19495 gtm2=  0.52804 gbest= 0.528040  gdtts=   0.5506
5muy_A     6zuz_A  5muyA     6zuzA gtm1=  0.19477 gtm2=  0.51792 gbest= 0.517920  gdtts=   0.5344
5muy_A     6hao_A  5muyA     6haoA gtm1=  0.19473 gtm2=  0.55381 gbest= 0.553810  gdtts=   0.6250
5muy_A     6zuz_A  5muyA     6zuzA gtm1=  0.19472 gtm2=  0.52071 gbest= 0.520710  gdtts=   0.5222
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19463 gtm2=  0.53071 gbest= 0.530710  gdtts=   0.5737
5muy_A     6qfj_C  5muyA     6qfjC gtm1=  0.19456 gtm2=  0.58250 gbest= 0.582500  gdtts=   0.6283
5muy_A     2lsk_A  5muyA     2lskA gtm1=  0.19443 gtm2=  0.51506 gbest= 0.515060  gdtts=   0.5833
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.19432 gtm2=  0.51412 gbest= 0.514120  gdtts=   0.5625
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.19419 gtm2=  0.51307 gbest= 0.513070  gdtts=   0.5625
5muy_A     6h87_A  5muyA     6h87A gtm1=  0.19409 gtm2=  0.55711 gbest= 0.557110  gdtts=   0.6331
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.19398 gtm2=  0.51003 gbest= 0.510030  gdtts=   0.5594
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.19397 gtm2=  0.51153 gbest= 0.511530  gdtts=   0.5594
5muy_A     2msr_B  5muyA     2msrB gtm1=  0.19395 gtm2=  0.52927 gbest= 0.529270  gdtts=   0.5506
5muy_A     6h5u_A  5muyA     6h5uA gtm1=  0.19392 gtm2=  0.55971 gbest= 0.559710  gdtts=   0.6364
5muy_A     2msr_B  5muyA     2msrB gtm1=  0.19385 gtm2=  0.52319 gbest= 0.523190  gdtts=   0.5380
5muy_A     3vu7_H  5muyA     3vu7H gtm1=  0.19381 gtm2=  0.50724 gbest= 0.507240  gdtts=   0.5854
5muy_A     6zuz_A  5muyA     6zuzA gtm1=  0.19379 gtm2=  0.51092 gbest= 0.510920  gdtts=   0.5353
5muy_A     6h9p_A  5muyA     6h9pA gtm1=  0.19374 gtm2=  0.54839 gbest= 0.548390  gdtts=   0.6396
5muy_A     3w8g_B  5muyA     3w8gB gtm1=  0.19372 gtm2=  0.54944 gbest= 0.549440  gdtts=   0.6429
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19370 gtm2=  0.52183 gbest= 0.521830  gdtts=   0.5812
5muy_A     6h5u_B  5muyA     6h5uB gtm1=  0.19362 gtm2=  0.55339 gbest= 0.553390  gdtts=   0.6299
5muy_A     6qfj_F  5muyA     6qfjF gtm1=  0.19347 gtm2=  0.59755 gbest= 0.597550  gdtts=   0.6554
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19339 gtm2=  0.52258 gbest= 0.522580  gdtts=   0.5696
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19338 gtm2=  0.53630 gbest= 0.536300  gdtts=   0.5855
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19336 gtm2=  0.51815 gbest= 0.518150  gdtts=   0.5641
5muy_A     2lsy_A  5muyA     2lsyA gtm1=  0.19321 gtm2=  0.50645 gbest= 0.506450  gdtts=   0.5601
5muy_A     6gp6_B  5muyA     6gp6B gtm1=  0.19319 gtm2=  0.55170 gbest= 0.551700  gdtts=   0.6234
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.19317 gtm2=  0.52037 gbest= 0.520370  gdtts=   0.5801
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19311 gtm2=  0.51568 gbest= 0.515680  gdtts=   0.5737
5muy_A     3hph_E  5muyA     3hphE gtm1=  0.19309 gtm2=  0.50346 gbest= 0.503460  gdtts=   0.5549
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19305 gtm2=  0.51836 gbest= 0.518360  gdtts=   0.5609
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.19299 gtm2=  0.51602 gbest= 0.516020  gdtts=   0.5625
5muy_A     6qfj_E  5muyA     6qfjE gtm1=  0.19298 gtm2=  0.59424 gbest= 0.594240  gdtts=   0.6520
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19293 gtm2=  0.52667 gbest= 0.526670  gdtts=   0.5855
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.19290 gtm2=  0.51667 gbest= 0.516670  gdtts=   0.5769
5muy_A     6han_C  5muyA     6hanC gtm1=  0.19282 gtm2=  0.52982 gbest= 0.529820  gdtts=   0.6331
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.19278 gtm2=  0.50662 gbest= 0.506620  gdtts=   0.5594
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19273 gtm2=  0.52312 gbest= 0.523120  gdtts=   0.5649
5muy_A     2n81_A  5muyA     2n81A gtm1=  0.19268 gtm2=  0.50312 gbest= 0.503120  gdtts=   0.5481
5muy_A     7cnf_A  5muyA     7cnfA gtm1=  0.19267 gtm2=  0.50634 gbest= 0.506340  gdtts=   0.5974
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19263 gtm2=  0.51890 gbest= 0.518900  gdtts=   0.5747
5muy_A     6zuz_A  5muyA     6zuzA gtm1=  0.19259 gtm2=  0.52828 gbest= 0.528280  gdtts=   0.5747
5muy_A     6h5m_A  5muyA     6h5mA gtm1=  0.19255 gtm2=  0.56309 gbest= 0.563090  gdtts=   0.6513
5muy_A     6h88_A  5muyA     6h88A gtm1=  0.19255 gtm2=  0.59130 gbest= 0.591300  gdtts=   0.6567
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19249 gtm2=  0.51822 gbest= 0.518220  gdtts=   0.5481
5muy_A     6hhs_D  5muyA     6hhsD gtm1=  0.19237 gtm2=  0.59362 gbest= 0.593620  gdtts=   0.6567
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.19234 gtm2=  0.51966 gbest= 0.519660  gdtts=   0.5812
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.19231 gtm2=  0.51405 gbest= 0.514050  gdtts=   0.5728
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19231 gtm2=  0.51885 gbest= 0.518850  gdtts=   0.5641
5muy_A     1r57_A  5muyA     1r57A gtm1=  0.19225 gtm2=  0.50885 gbest= 0.508850  gdtts=   0.5993
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19219 gtm2=  0.52034 gbest= 0.520340  gdtts=   0.5921
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19217 gtm2=  0.51453 gbest= 0.514530  gdtts=   0.5641
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.19214 gtm2=  0.50633 gbest= 0.506330  gdtts=   0.5759
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19205 gtm2=  0.51909 gbest= 0.519090  gdtts=   0.5705
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19203 gtm2=  0.51851 gbest= 0.518510  gdtts=   0.5682
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19199 gtm2=  0.52828 gbest= 0.528280  gdtts=   0.5757
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.19196 gtm2=  0.51081 gbest= 0.510810  gdtts=   0.5728
5muy_A     2qzi_D  5muyA     2qziD gtm1=  0.19195 gtm2=  0.51102 gbest= 0.511020  gdtts=   0.6233
5muy_A     6qfj_B  5muyA     6qfjB gtm1=  0.19191 gtm2=  0.57718 gbest= 0.577180  gdtts=   0.6400
5muy_A     5ho5_D  5muyA     5ho5D gtm1=  0.19191 gtm2=  0.56742 gbest= 0.567420  gdtts=   0.6217
5muy_A     2msr_B  5muyA     2msrB gtm1=  0.19190 gtm2=  0.52252 gbest= 0.522520  gdtts=   0.5545
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19190 gtm2=  0.52326 gbest= 0.523260  gdtts=   0.5592
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.19188 gtm2=  0.50737 gbest= 0.507370  gdtts=   0.5665
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19188 gtm2=  0.52220 gbest= 0.522200  gdtts=   0.5844
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19187 gtm2=  0.53188 gbest= 0.531880  gdtts=   0.5900
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19186 gtm2=  0.52030 gbest= 0.520300  gdtts=   0.5789
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19185 gtm2=  0.51220 gbest= 0.512200  gdtts=   0.5673
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19172 gtm2=  0.52814 gbest= 0.528140  gdtts=   0.5658
5muy_A     6h5k_A  5muyA     6h5kA gtm1=  0.19168 gtm2=  0.54901 gbest= 0.549010  gdtts=   0.6349
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19163 gtm2=  0.52633 gbest= 0.526330  gdtts=   0.5757
5muy_A     7cnf_A  5muyA     7cnfA gtm1=  0.19162 gtm2=  0.51009 gbest= 0.510090  gdtts=   0.6053
5muy_A     5ho5_A  5muyA     5ho5A gtm1=  0.19161 gtm2=  0.57981 gbest= 0.579810  gdtts=   0.6333
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19157 gtm2=  0.51861 gbest= 0.518610  gdtts=   0.5888
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19156 gtm2=  0.50217 gbest= 0.502170  gdtts=   0.5673
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19155 gtm2=  0.52391 gbest= 0.523910  gdtts=   0.5779
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.19154 gtm2=  0.50821 gbest= 0.508210  gdtts=   0.5759
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19152 gtm2=  0.51697 gbest= 0.516970  gdtts=   0.5779
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19151 gtm2=  0.52132 gbest= 0.521320  gdtts=   0.5682
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19151 gtm2=  0.51547 gbest= 0.515470  gdtts=   0.5673
